CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
less_0,9,all_credits_paid_back,car_used,350,less_100,1_to_4,1,male,none,2,real_estate,23,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,24,prior_payments_delayed,radio_tv,6036,greater_1000,1_to_4,2,male,none,3,car_other,38,none,own,2,skilled,1,none,yes,No Risk
0_to_200,39,credits_paid_to_date,retraining,3735,less_100,less_1,2,female,none,3,savings_insurance,20,none,own,1,skilled,1,none,yes,Risk
greater_200,36,prior_payments_delayed,furniture,4782,100_to_500,1_to_4,3,male,none,4,car_other,34,none,rent,1,skilled,1,none,yes,Risk
less_0,22,prior_payments_delayed,car_new,350,100_to_500,1_to_4,2,female,none,2,real_estate,34,stores,rent,1,skilled,1,none,yes,Risk
0_to_200,32,credits_paid_to_date,furniture,5202,100_to_500,1_to_4,3,male,none,3,savings_insurance,33,none,own,2,skilled,1,yes,yes,No Risk
no_checking,33,outstanding_credit,furniture,3052,500_to_1000,greater_7,4,male,co-applicant,5,car_other,65,none,free,2,skilled,1,yes,yes,Risk
no_checking,37,prior_payments_delayed,appliances,10498,100_to_500,1_to_4,3,male,none,4,savings_insurance,38,none,own,2,management_self-employed,1,none,yes,Risk
0_to_200,5,no_credits,car_new,631,less_100,unemployed,2,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,18,all_credits_paid_back,car_new,4709,100_to_500,less_1,1,female,none,2,car_other,29,stores,own,1,unskilled,2,none,yes,Risk
less_0,5,credits_paid_to_date,car_used,350,less_100,less_1,1,female,none,1,savings_insurance,19,stores,rent,1,skilled,1,none,yes,No Risk
less_0,19,all_credits_paid_back,car_used,835,less_100,1_to_4,2,male,none,1,savings_insurance,36,bank,own,1,unskilled,1,yes,yes,Risk
no_checking,31,outstanding_credit,car_used,6710,greater_1000,4_to_7,3,male,none,4,savings_insurance,38,none,own,2,skilled,1,none,yes,Risk
no_checking,36,prior_payments_delayed,car_used,5817,unknown,greater_7,3,female,none,3,unknown,43,none,own,2,skilled,1,yes,yes,Risk
no_checking,36,prior_payments_delayed,appliances,7202,100_to_500,greater_7,3,female,guarantor,4,car_other,54,none,free,2,skilled,1,yes,yes,Risk
less_0,23,prior_payments_delayed,retraining,4578,less_100,1_to_4,3,female,none,2,car_other,38,none,rent,1,skilled,1,none,yes,No Risk
less_0,16,credits_paid_to_date,car_used,4295,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,33,credits_paid_to_date,radio_tv,8621,less_100,4_to_7,4,male,none,4,car_other,51,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,19,credits_paid_to_date,car_used,350,less_100,1_to_4,1,female,none,2,savings_insurance,35,bank,rent,1,unemployed,1,yes,yes,Risk
0_to_200,16,credits_paid_to_date,car_new,1517,500_to_1000,4_to_7,3,female,none,2,car_other,39,none,rent,2,unskilled,1,none,yes,Risk
0_to_200,5,prior_payments_delayed,car_used,350,less_100,less_1,2,female,none,2,savings_insurance,48,bank,rent,1,unskilled,1,none,yes,No Risk
0_to_200,26,credits_paid_to_date,car_new,4778,less_100,4_to_7,4,male,none,4,savings_insurance,35,none,own,1,skilled,1,yes,yes,Risk
0_to_200,23,credits_paid_to_date,furniture,4454,500_to_1000,less_1,3,female,none,3,real_estate,25,bank,rent,1,unskilled,1,none,yes,Risk
0_to_200,35,prior_payments_delayed,car_used,3518,100_to_500,greater_7,4,male,none,3,savings_insurance,32,none,own,2,skilled,1,yes,yes,Risk
no_checking,10,prior_payments_delayed,radio_tv,2879,100_to_500,1_to_4,2,male,none,3,car_other,35,stores,own,1,unskilled,1,none,yes,Risk
less_0,28,credits_paid_to_date,vacation,3677,less_100,1_to_4,3,female,none,1,car_other,34,bank,rent,1,unemployed,1,none,yes,No Risk
less_0,5,all_credits_paid_back,car_new,6794,less_100,less_1,1,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,13,all_credits_paid_back,car_new,2241,less_100,less_1,1,male,none,2,savings_insurance,27,stores,rent,1,skilled,1,none,yes,Risk
no_checking,16,credits_paid_to_date,furniture,6172,less_100,less_1,2,female,co-applicant,2,real_estate,32,none,own,1,skilled,1,none,yes,No Risk
no_checking,49,prior_payments_delayed,repairs,8485,unknown,4_to_7,4,male,none,4,unknown,46,bank,own,2,unemployed,2,yes,yes,No Risk
0_to_200,20,prior_payments_delayed,retraining,1486,greater_1000,1_to_4,2,male,none,3,car_other,29,bank,rent,1,unemployed,1,yes,yes,No Risk
less_0,22,no_credits,vacation,2758,100_to_500,1_to_4,3,female,none,2,savings_insurance,36,bank,rent,1,unemployed,1,none,yes,No Risk
less_0,27,credits_paid_to_date,furniture,4783,less_100,1_to_4,2,male,none,2,car_other,23,stores,own,1,skilled,1,none,yes,No Risk
no_checking,50,outstanding_credit,furniture,8626,500_to_1000,4_to_7,4,male,co-applicant,3,car_other,46,none,free,2,skilled,1,yes,yes,Risk
0_to_200,16,credits_paid_to_date,car_new,1603,less_100,less_1,3,female,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
0_to_200,29,outstanding_credit,appliances,5188,100_to_500,greater_7,4,male,none,4,savings_insurance,37,none,own,2,skilled,1,none,yes,Risk
no_checking,13,credits_paid_to_date,furniture,816,greater_1000,1_to_4,3,female,none,4,real_estate,38,none,own,1,skilled,1,none,yes,Risk
no_checking,41,prior_payments_delayed,appliances,9352,100_to_500,greater_7,5,male,none,4,unknown,44,none,free,2,management_self-employed,2,yes,yes,Risk
0_to_200,35,credits_paid_to_date,furniture,505,100_to_500,4_to_7,2,male,none,2,car_other,34,stores,own,1,skilled,1,yes,yes,Risk
0_to_200,35,credits_paid_to_date,radio_tv,4775,less_100,less_1,3,male,none,3,car_other,32,none,own,1,skilled,1,none,yes,No Risk
no_checking,28,outstanding_credit,car_used,6535,500_to_1000,1_to_4,2,male,none,3,car_other,43,bank,rent,1,unskilled,1,yes,yes,Risk
no_checking,41,prior_payments_delayed,furniture,12622,100_to_500,1_to_4,4,male,co-applicant,5,unknown,46,none,free,2,management_self-employed,1,yes,yes,No Risk
0_to_200,40,outstanding_credit,repairs,6553,unknown,greater_7,3,female,none,4,unknown,48,stores,own,2,skilled,1,yes,yes,Risk
less_0,26,credits_paid_to_date,furniture,2721,100_to_500,1_to_4,2,female,co-applicant,1,savings_insurance,37,bank,own,1,unemployed,1,yes,yes,No Risk
0_to_200,28,all_credits_paid_back,car_new,350,500_to_1000,4_to_7,3,male,none,2,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk
no_checking,42,prior_payments_delayed,furniture,6374,unknown,4_to_7,4,female,none,4,savings_insurance,49,none,own,2,skilled,1,none,yes,Risk
0_to_200,5,all_credits_paid_back,car_used,350,less_100,1_to_4,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,Risk
less_0,32,prior_payments_delayed,car_used,1738,100_to_500,1_to_4,2,male,none,3,savings_insurance,28,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,32,prior_payments_delayed,radio_tv,5678,100_to_500,1_to_4,4,male,none,2,real_estate,28,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,49,prior_payments_delayed,furniture,8125,500_to_1000,greater_7,3,male,co-applicant,5,unknown,46,none,own,2,skilled,1,yes,yes,Risk
greater_200,20,outstanding_credit,radio_tv,3964,greater_1000,4_to_7,4,male,none,3,car_other,33,none,own,1,skilled,1,none,yes,Risk
no_checking,50,prior_payments_delayed,furniture,7879,500_to_1000,1_to_4,4,male,none,3,savings_insurance,38,none,own,1,skilled,1,none,yes,Risk
less_0,9,all_credits_paid_back,car_new,350,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
less_0,48,credits_paid_to_date,appliances,6850,greater_1000,1_to_4,3,male,none,3,savings_insurance,30,none,rent,2,skilled,1,none,yes,Risk
no_checking,18,outstanding_credit,car_used,1800,100_to_500,1_to_4,3,female,co-applicant,4,savings_insurance,46,bank,own,1,unskilled,2,yes,no,Risk
0_to_200,20,credits_paid_to_date,car_new,3416,500_to_1000,1_to_4,3,male,none,2,car_other,41,none,own,1,skilled,1,none,yes,Risk
0_to_200,28,prior_payments_delayed,car_new,4776,less_100,1_to_4,2,male,none,1,savings_insurance,29,none,free,1,skilled,1,none,yes,Risk
less_0,19,credits_paid_to_date,car_used,1324,500_to_1000,1_to_4,2,male,none,3,car_other,26,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,22,credits_paid_to_date,car_used,350,500_to_1000,1_to_4,2,male,none,1,savings_insurance,28,none,rent,1,skilled,1,none,yes,No Risk
no_checking,35,prior_payments_delayed,car_used,9668,100_to_500,1_to_4,4,female,none,4,car_other,42,none,own,2,skilled,1,none,yes,No Risk
no_checking,27,credits_paid_to_date,car_used,5059,less_100,less_1,3,male,none,4,savings_insurance,35,none,own,2,management_self-employed,1,yes,yes,Risk
no_checking,58,outstanding_credit,vacation,13662,500_to_1000,greater_7,5,male,co-applicant,3,car_other,48,none,free,2,skilled,2,yes,yes,Risk
greater_200,37,prior_payments_delayed,radio_tv,4019,100_to_500,4_to_7,4,male,co-applicant,4,real_estate,31,bank,own,1,unskilled,1,yes,yes,Risk
less_0,27,prior_payments_delayed,radio_tv,2947,500_to_1000,1_to_4,3,female,none,3,car_other,33,stores,own,2,skilled,1,none,yes,No Risk
less_0,13,all_credits_paid_back,car_new,1509,less_100,1_to_4,1,female,none,2,real_estate,21,stores,own,1,skilled,1,none,yes,No Risk
no_checking,40,prior_payments_delayed,car_used,8538,100_to_500,4_to_7,4,female,none,4,car_other,39,none,own,2,management_self-employed,1,yes,yes,Risk
less_0,14,credits_paid_to_date,car_used,350,less_100,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,41,prior_payments_delayed,appliances,8489,100_to_500,4_to_7,3,female,none,4,unknown,43,none,own,2,skilled,1,yes,yes,Risk
0_to_200,13,credits_paid_to_date,vacation,3255,less_100,unemployed,3,female,none,3,savings_insurance,22,bank,rent,1,unskilled,1,none,yes,No Risk
0_to_200,20,credits_paid_to_date,furniture,4211,100_to_500,4_to_7,2,male,none,3,savings_insurance,30,bank,own,1,unskilled,2,none,yes,No Risk
no_checking,24,outstanding_credit,appliances,2714,500_to_1000,1_to_4,3,male,none,2,savings_insurance,31,none,free,1,skilled,1,yes,yes,Risk
no_checking,33,prior_payments_delayed,furniture,8570,100_to_500,greater_7,3,male,co-applicant,2,unknown,50,none,free,2,skilled,1,yes,yes,Risk
no_checking,18,credits_paid_to_date,furniture,2534,100_to_500,4_to_7,3,male,none,4,savings_insurance,39,none,own,2,skilled,1,yes,yes,Risk
less_0,13,all_credits_paid_back,car_used,350,100_to_500,less_1,1,female,none,2,savings_insurance,27,stores,own,3,unskilled,2,yes,yes,No Risk
no_checking,19,credits_paid_to_date,car_new,2142,100_to_500,1_to_4,3,male,none,4,real_estate,26,none,own,1,skilled,1,none,yes,No Risk
0_to_200,26,credits_paid_to_date,repairs,3715,500_to_1000,less_1,2,male,none,3,savings_insurance,26,none,own,1,skilled,2,none,yes,Risk
no_checking,32,prior_payments_delayed,car_used,2482,500_to_1000,greater_7,4,female,none,4,savings_insurance,45,none,own,1,skilled,1,yes,yes,Risk
no_checking,31,prior_payments_delayed,radio_tv,6445,100_to_500,4_to_7,4,male,none,3,car_other,54,none,own,2,skilled,1,yes,yes,Risk
less_0,7,no_credits,car_new,350,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,16,all_credits_paid_back,furniture,1141,less_100,unemployed,2,male,none,1,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,20,credits_paid_to_date,car_used,5574,100_to_500,1_to_4,4,male,none,3,car_other,38,none,own,2,management_self-employed,1,none,yes,No Risk
no_checking,31,prior_payments_delayed,radio_tv,9128,100_to_500,greater_7,5,male,none,5,car_other,45,none,free,3,management_self-employed,2,yes,yes,Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
less_0,31,credits_paid_to_date,car_new,701,500_to_1000,4_to_7,3,female,none,1,savings_insurance,26,stores,own,2,unskilled,2,yes,yes,No Risk
less_0,9,all_credits_paid_back,car_new,350,less_100,unemployed,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,44,credits_paid_to_date,appliances,6939,greater_1000,1_to_4,4,female,guarantor,2,real_estate,41,none,own,1,skilled,1,none,yes,No Risk
no_checking,44,outstanding_credit,appliances,3585,unknown,4_to_7,3,male,none,4,savings_insurance,42,bank,own,2,unskilled,2,yes,yes,No Risk
no_checking,39,prior_payments_delayed,appliances,10388,500_to_1000,1_to_4,4,female,none,2,car_other,44,bank,own,2,unskilled,1,none,yes,No Risk
no_checking,39,outstanding_credit,appliances,4646,greater_1000,greater_7,4,female,none,3,unknown,33,none,own,1,skilled,2,yes,yes,Risk
less_0,10,all_credits_paid_back,car_used,2653,less_100,less_1,2,female,none,2,real_estate,39,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,28,credits_paid_to_date,radio_tv,6094,less_100,4_to_7,4,male,guarantor,4,car_other,45,none,free,2,skilled,2,yes,yes,Risk
less_0,11,all_credits_paid_back,education,673,less_100,less_1,2,male,none,3,savings_insurance,25,none,rent,1,management_self-employed,1,none,yes,No Risk
less_0,5,all_credits_paid_back,car_used,604,less_100,less_1,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,Risk
no_checking,35,prior_payments_delayed,appliances,8296,unknown,4_to_7,3,male,none,3,unknown,44,bank,own,2,unskilled,2,yes,yes,No Risk
less_0,24,credits_paid_to_date,furniture,350,500_to_1000,1_to_4,2,female,none,2,car_other,32,stores,rent,2,unskilled,1,none,yes,Risk
no_checking,59,outstanding_credit,retraining,11026,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,49,none,free,2,management_self-employed,2,yes,yes,Risk
no_checking,40,outstanding_credit,radio_tv,3532,500_to_1000,greater_7,4,female,none,3,unknown,38,none,own,1,skilled,1,yes,yes,Risk
no_checking,39,outstanding_credit,radio_tv,13505,500_to_1000,greater_7,5,male,co-applicant,4,unknown,58,none,free,2,skilled,1,yes,yes,Risk
less_0,37,credits_paid_to_date,furniture,3280,less_100,1_to_4,2,male,none,3,car_other,33,stores,own,1,skilled,1,yes,yes,Risk
less_0,18,prior_payments_delayed,furniture,1500,less_100,1_to_4,1,male,none,3,savings_insurance,32,stores,own,1,skilled,1,none,yes,No Risk
greater_200,33,outstanding_credit,repairs,8316,greater_1000,1_to_4,4,male,none,4,unknown,25,stores,own,1,unskilled,1,none,yes,Risk
no_checking,42,outstanding_credit,furniture,9051,unknown,greater_7,4,female,guarantor,5,unknown,66,none,free,2,unskilled,1,yes,yes,Risk
less_0,28,credits_paid_to_date,appliances,3427,less_100,4_to_7,3,female,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,Risk
no_checking,40,prior_payments_delayed,radio_tv,9399,100_to_500,greater_7,4,male,co-applicant,5,savings_insurance,51,none,own,2,management_self-employed,1,yes,yes,Risk
greater_200,16,credits_paid_to_date,car_new,350,greater_1000,1_to_4,2,male,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
greater_200,35,credits_paid_to_date,car_new,6960,greater_1000,4_to_7,4,male,none,4,unknown,36,none,own,2,skilled,1,none,yes,Risk
less_0,18,all_credits_paid_back,car_new,350,500_to_1000,less_1,2,male,none,2,savings_insurance,24,stores,own,1,skilled,1,none,yes,Risk
no_checking,33,outstanding_credit,appliances,7778,greater_1000,greater_7,5,male,none,3,car_other,58,none,own,2,skilled,2,yes,yes,Risk
no_checking,52,prior_payments_delayed,appliances,9419,500_to_1000,4_to_7,5,male,none,4,car_other,33,none,own,2,management_self-employed,2,yes,yes,No Risk
no_checking,50,credits_paid_to_date,business,9346,100_to_500,less_1,4,male,co-applicant,3,car_other,38,none,free,2,skilled,1,yes,yes,No Risk
0_to_200,20,credits_paid_to_date,car_used,723,less_100,1_to_4,3,female,none,1,savings_insurance,27,none,rent,1,skilled,1,none,no,Risk
no_checking,45,prior_payments_delayed,vacation,7082,unknown,greater_7,4,male,none,4,savings_insurance,43,none,free,2,skilled,1,yes,yes,No Risk
no_checking,26,credits_paid_to_date,education,5699,100_to_500,1_to_4,4,male,none,3,car_other,45,none,own,2,skilled,1,none,yes,No Risk
0_to_200,54,outstanding_credit,radio_tv,9776,500_to_1000,greater_7,5,male,co-applicant,3,unknown,42,stores,own,2,unskilled,1,yes,yes,Risk
no_checking,39,outstanding_credit,repairs,5139,500_to_1000,greater_7,5,male,none,4,car_other,52,none,own,1,skilled,1,yes,yes,Risk
0_to_200,20,no_credits,car_new,3087,less_100,less_1,2,female,none,3,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk
no_checking,18,outstanding_credit,retraining,11540,greater_1000,1_to_4,4,male,none,5,unknown,44,none,own,2,management_self-employed,2,yes,yes,Risk
no_checking,37,prior_payments_delayed,education,9370,500_to_1000,4_to_7,4,male,none,5,car_other,47,none,own,2,management_self-employed,1,yes,yes,No Risk
0_to_200,5,all_credits_paid_back,car_new,350,less_100,less_1,1,female,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,Risk
less_0,18,prior_payments_delayed,radio_tv,2522,less_100,unemployed,1,female,none,1,savings_insurance,37,stores,own,1,skilled,1,yes,yes,Risk
no_checking,40,prior_payments_delayed,radio_tv,4977,500_to_1000,1_to_4,3,male,none,4,car_other,32,stores,own,2,unskilled,1,yes,yes,Risk
0_to_200,29,prior_payments_delayed,car_used,8191,less_100,1_to_4,4,female,none,3,unknown,47,none,own,2,skilled,1,none,yes,No Risk
no_checking,28,outstanding_credit,furniture,3687,unknown,4_to_7,3,female,none,4,unknown,43,none,own,2,skilled,2,yes,yes,Risk
no_checking,48,credits_paid_to_date,furniture,7606,500_to_1000,4_to_7,3,male,none,3,savings_insurance,39,none,own,2,skilled,1,yes,yes,Risk
no_checking,41,prior_payments_delayed,vacation,8040,100_to_500,less_1,4,male,none,3,savings_insurance,29,none,own,1,management_self-employed,1,none,yes,No Risk
greater_200,39,prior_payments_delayed,furniture,6591,100_to_500,1_to_4,4,male,none,3,car_other,41,none,free,2,skilled,1,yes,yes,Risk
no_checking,35,prior_payments_delayed,car_used,2713,100_to_500,1_to_4,3,male,none,4,savings_insurance,40,none,own,2,management_self-employed,1,none,yes,No Risk
0_to_200,54,all_credits_paid_back,radio_tv,4254,500_to_1000,4_to_7,4,female,co-applicant,4,car_other,39,bank,free,2,unemployed,1,yes,yes,Risk
no_checking,10,prior_payments_delayed,car_new,1726,greater_1000,1_to_4,3,male,none,3,savings_insurance,24,none,own,2,skilled,1,yes,yes,No Risk
less_0,27,prior_payments_delayed,retraining,5637,greater_1000,4_to_7,4,male,none,1,savings_insurance,35,none,own,3,skilled,1,yes,yes,No Risk
0_to_200,27,credits_paid_to_date,radio_tv,2783,100_to_500,4_to_7,3,male,none,3,real_estate,43,stores,rent,1,skilled,1,yes,yes,No Risk
no_checking,33,prior_payments_delayed,car_used,9062,100_to_500,1_to_4,4,male,none,3,car_other,43,none,own,2,management_self-employed,1,none,yes,No Risk
greater_200,40,prior_payments_delayed,business,4960,100_to_500,4_to_7,3,female,none,3,savings_insurance,35,stores,own,1,skilled,1,none,yes,Risk
no_checking,40,prior_payments_delayed,vacation,8563,100_to_500,less_1,4,male,none,3,savings_insurance,35,none,own,2,management_self-employed,1,none,yes,Risk
0_to_200,7,all_credits_paid_back,car_used,350,less_100,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,37,outstanding_credit,other,9181,greater_1000,greater_7,5,female,none,3,car_other,57,none,free,2,skilled,1,none,yes,Risk
greater_200,31,outstanding_credit,appliances,5870,100_to_500,4_to_7,3,male,none,2,unknown,36,none,own,2,skilled,1,yes,yes,No Risk
